id	next	previous	captioning	pos	angle	audio	launchAngle
39	40	38		-116.1409,6.75,117.4948	-0.9999356,0,0.01134664		32.13901
40	41	39		-117.8232,6.75,126.7088	-0.999975,0,0		32.31428
41	42	40		-116.0478,6.75,147.146	-0.9998159,0,-0.01918674		32.29269
42	43	41		-116.1259,6.75,156.4553	-0.9999942,0,0		32.17027
43	44	42		-116.1825,6.75,166.8158	-0.9999414,0,-0.01082885		31.95917
44	45	43		-86.20204,11.25,101.9897	-0.9990145,0,0.04386726		-22.97501
45	46	44		-102.4373,7.081563,181.5432	-0.9993981,0,0.03402516		7.799984
46	47	45		-132.5437,8.060224,192.3376	-0.9996951,0,0.02469093		3.291749
47	48	46		-129.5943,9.073214,200.6239	0,0,0.999971		-0.2486267
48	4	47		-84.59181,7.978526,176.781	-0.7917381,0,-0.6108232		3.599984
49	50	-1	#C_北大人獣共通感染症研	-16.68,6.75,213.5197	0,0,0.9999641		12.90004
50	51	49		-71.18752,7.505424,247.0981	0.0752326,0,0.997166		5.550041
51	52	50		-79.86085,9.088322,273.4345	0,0,0.9999641		-0.2999573
52	53	51		-80.87119,11.25,319.3307	0,0,0.9999868		-16.22589
53	54	52		-116.4172,7.318097,308.9917	0,0,0.999998		6.450054
54	55	53		-124.2771,7.786926,319.7776	0,0,0.9999948		4.350052
55	56	54		-102.8494,6.75,319.8467	0,0,0.999998		27.75004
56	57	55		-107.4855,6.75,331.3719	0,0,0.999993		37.52201
57	58	56		-96.37836,6.75,331.6858	0,0,0.9999997		38.11014
58	59	57		-84.5112,6.75,330.6384	0,0,0.9999989		36.31351
59	60	58		-74.07861,6.75,330.8147	0,0,0.9999966		37.44131
60	61	59		-59.84971,6.75,330.7235	0,0,0.9999956		37.95564
61	62	60		-49.29043,6.75,331.792	0,0,0.9999948		37.77158
62	63	61		-35.59461,6.75,333.2861	0,0,0.9999998		40.14026
63	64	62		-25.70653,6.75,334.3106	0,0,0.9999988		38.01341
64	65	63		-39.22713,6.75,313.3802	0.9863912,0,0.1644154		14.45343
65	66	64		-20.55508,6.75,321.378	0.9999966,0,0		35.50552
66	67	65		-19.39265,6.75,310.0621	0.9999472,0,0.01028442		33.08254
67	68	66		-75.31753,9.778741,291.1398	0.0543257,0,0.9985233		-2.699921
68	69	67		-99.82906,8.098298,264.5087	-0.9952517,0,-0.09733605		3.150068
69	70	68		-131.7918,9.234524,254.6379	-0.9999281,0,0.01199406		-0.7977295
70	71	69		-134.1951,9.234524,272.0685	-0.9999281,0,0.01199406		-0.7977295
71	4	70		-71.87556,9.058228,235.875	-0.5564811,0,0.8308603		-0.1977234
72	73	-1	#C_長崎大熱帯医学研	78.13879,6.909932,208.077	0.0460173,0,0.9989406		9.102273
73	74	72		47.09342,6.826494,227.5093	-0.07432212,0,0.9972343		10.00227
74	75	73		41.96689,7.387855,263.6453	0.09302326,0,0.9956639		6.102274
75	76	74		78.978,11.25,324.0708	0.01200188,0,0.999928		-21.04773
76	77	75		57.67994,7.991062,299.6985	-0.05865193,0,0.9982785		3.552289
77	78	76		25.96297,8.402797,323.5919	0,0,0.99998		2.052287
78	79	77		46.27645,6.75,328.4149	-0.02464838,0,0.9996962		26.80227
79	80	78		43.15701,6.75,333.7438	0,0,0.999959		31.19975
80	81	79		55.96195,6.75,333.101	0,0,0.9999902		31.57286
81	82	80		65.83113,6.75,333.3314	0,0,0.9999747		31.20922
82	83	81		85.70912,6.75,334.0583	-0.01384197,0,0.9999042		31.74649
83	84	82		95.1987,6.75,333.8356	-0.01463534,0,0.9998929		32.54797
84	85	83		110.3298,6.75,333.4017	0,0,0.9999605		31.62585
85	86	84		119.7657,6.75,333.0755	-0.01157891,0,0.9999329		31.02161
86	87	85		130.7894,6.75,334.1531	0,0,0.9999563		31.81312
87	88	86		88.53055,10.034,302.1696	-0.01679753,0,0.9998589		-3.647797
88	89	87		67.203,8.749521,277.7023	-0.8985036,0,0.4389662		0.8522187
89	90	88		32.34664,8.445522,275.471	-0.9999994,0,0		1.902219
90	91	89		27.30377,7.95179,289.9551	-0.9998026,0,0.01986516		3.702219
91	4	90		74.41346,9.278429,263.1142	-0.565138,0,0.8249964		-0.9477844

