id	next	previous	captioning	pos	angle	audio	launchAngle
39	40	38		-118.0095,6.75,106.3008	-0.9999738,0,0		44.09998
40	41	39		-118.025,6.75,112.2166	-0.9999738,0,0		44.09998
41	42	40		-118.0594,6.75,125.3756	-0.9999738,0,0		44.09998
42	43	41		-118.084,6.75,134.765	-0.9999738,0,0		44.09998
43	44	42		-118.1008,6.75,141.1729	-0.9999738,0,0		44.09998
44	45	43		-86.20204,11.25,101.9897	-0.9990145,0,0.04386726		-22.97501
45	46	44		-102.4373,7.081563,181.5432	-0.9993981,0,0.03402516		7.799984
46	47	45		-128.6606,8.304717,174.4381	-0.9996997,0,0.02355757		2.399984
47	48	46		-133.9828,8.304717,188.4798	-0.9996997,0,0.02355757		2.399984
48	4	47		-84.59181,7.978526,176.781	-0.7917381,0,-0.6108232		3.599984
49	50	-1	#C_北大人獣共通感染症研	-16.68,6.75,213.5197	0,0,0.9999641		12.90004
50	51	49		-71.18752,7.505424,247.0981	0.0752326,0,0.997166		5.550041
51	52	50		-79.86085,9.088322,273.4345	0,0,0.9999641		-0.2999573
52	53	51		-81.27753,11.25,326.2224	0,0,0.9999514		-20.54996
53	54	52		-116.4172,7.318097,308.9917	0,0,0.999998		6.450054
54	55	53		-124.2771,7.786926,319.7776	0,0,0.9999948		4.350052
55	56	54		-102.8494,6.75,319.8467	0,0,0.999998		27.75004
56	57	55		-102.617,6.75,333.4518	0.01247153,0,0.9999222		49.35006
57	58	56		-94.15543,6.75,333.3462	0.01247153,0,0.9999222		49.35006
58	59	57		-84.79922,6.75,333.2295	0.01247153,0,0.9999222		49.35006
59	60	58		-77.1748,6.75,333.1343	0.01247153,0,0.9999222		49.35006
60	61	59		-65.91753,6.75,332.9939	0.01247153,0,0.9999222		49.35006
61	62	60		-58.84789,6.75,332.9058	0,0,0.999998		48.45006
62	63	61		-48.76694,6.75,333.2339	0,0,0.999998		48.45006
63	64	62		-41.08494,6.75,333.2187	0,0,0.999998		48.45006
64	65	63		-46.45936,6.75,321.4517	0.9622874,0,0.272035		34.20005
65	66	64		-33.06749,6.75,319.2756	0.9999738,0,0		54.75006
66	67	65		-33.11783,6.75,312.3164	0.9999738,0,0		54.75006
67	68	66		-75.31753,9.778741,291.1398	0.0543257,0,0.9985233		-2.699921
68	69	67		-99.82906,8.098298,264.5087	-0.9952517,0,-0.09733605		3.150068
69	70	68		-131.7918,9.234524,254.6379	-0.9999281,0,0.01199406		-0.7977295
70	71	69		-134.1951,9.234524,272.0685	-0.9999281,0,0.01199406		-0.7977295
71	4	70		-71.87556,9.058228,235.875	-0.5564811,0,0.8308603		-0.1977234
72	73	-1	#C_長崎大熱帯医学研	78.13879,6.909932,208.077	0.0460173,0,0.9989406		9.102273
73	74	72		47.09342,6.826494,227.5093	-0.07432212,0,0.9972343		10.00227
74	75	73		41.96689,7.387855,263.6453	0.09302326,0,0.9956639		6.102274
75	76	74		78.978,11.25,324.0708	0.01200188,0,0.999928		-21.04773
76	77	75		57.67994,7.991062,299.6985	-0.05865193,0,0.9982785		3.552289
77	78	76		25.96297,8.402797,323.5919	0,0,0.99998		2.052287
78	79	77		46.27645,6.75,328.4149	-0.02464838,0,0.9996962		26.80227
79	80	78		49.61027,6.75,338.1945	0,0,0.9999771		45.70224
80	81	79		56.13533,6.75,338.1504	0,0,0.9999771		45.70224
81	82	80		65.77539,6.75,338.0853	0,0,0.9999771		45.70224
82	83	81		76.89082,6.75,338.0101	0,0,0.9999771		45.70224
83	84	82		87.90739,6.75,337.9356	0,0,0.9999771		45.70224
84	85	83		95.15147,6.75,337.8866	0,0,0.9999771		45.70224
85	86	84		104.5656,6.75,337.8229	0,0,0.9999771		45.70224
86	87	85		112.8518,6.75,337.7668	0,0,0.9999771		45.70224
87	88	86		88.53055,10.034,302.1696	-0.01679753,0,0.9998589		-3.647797
88	89	87		67.203,8.749521,277.7023	-0.8985036,0,0.4389662		0.8522187
89	90	88		32.34664,8.445522,275.471	-0.9999994,0,0		1.902219
90	91	89		27.30377,7.95179,289.9551	-0.9998026,0,0.01986516		3.702219
91	4	90		74.41346,9.278429,263.1142	-0.565138,0,0.8249964		-0.9477844

