id	next	previous	captioning	pos	angle	audio	launchAngle
32	33	31		-118.439,6.75,132.6937	-0.9999949,0,0		44.85002
33	34	32		-118.4199,6.75,140.0137	-0.9999949,0,0		44.85002
34	35	33		-94.11365,11.25,98.04025	-0.9999677,0,0		-20.54996
35	36	34		-102.5362,6.8229,179.0945	-0.9999676,0,0		10.05004
36	37	35		-131.8107,8.867531,174.1531	-0.9999436,0,0.01047095		0.4500354
37	38	36		-131.6712,8.867531,187.4743	-0.9999436,0,0.01047095		0.4500354
38	75	37		-74.32604,8.999989,195.1726	-0.6787987,0,-0.7343221		4.089251E-05
39	40	-1	#C_北大人獣	-13.36968,6.75,209.1219	0,0,0.9999605		12.22626
40	41	39		-79.60159,7.641999,263.8685	-0.05235216,0,0.9986287		4.950005
41	42	40		-80.1686,11.25,316.82	0.02973422,0,0.9995579		-15.29318
42	43	41		-122.1571,7.713477,315.8447	0,0,0.999995		4.650002
43	44	42		-102.7765,6.75,334.3924	0,0,0.9999984		52.20004
44	45	43		-94.78407,6.75,334.3924	0,0,0.9999984		52.20004
45	46	44		-85.45629,6.75,334.3924	0,0,0.9999984		52.20004
46	47	45		-78.80006,6.75,334.3924	0,0,0.9999984		52.20004
47	48	46		-66.14413,6.75,334.3924	0,0,0.9999984		52.20004
48	49	47		-58.15204,6.75,334.3924	0,0,0.9999984		52.20004
49	50	48		-48.83573,6.75,334.3924	0,0,0.9999984		52.20004
50	51	49		-41.51577,6.75,334.3924	0,0,0.9999984		52.20004
51	52	50		-48.21219,6.75,325.3452	0.9717513,0,0.2360009		29.85003
52	53	51		-32.96891,6.75,320.1488	0.9998752,0,-0.01569553		54.15003
53	54	52		-33.07692,6.75,312.8239	0.9999951,0,0		53.10001
54	55	53		-81.33746,11.24957,327.4482	0.01569534,0,0.9998752		-11.84998
55	56	54		-104.9776,6.975563,245.6135	-0.9999453,0,0.01046807		8.550038
56	57	55		-130.9902,8.304701,241.9506	-0.9999453,0,0.01046807		2.400039
57	58	56		-130.8577,8.304701,254.5936	-0.9999453,0,0.01046807		2.400039
58	75	57		-9.49283,9.695278,265.5483	-0.8750439,0,0.4840437		-2.399963
59	60	-1	#C_長大熱研	59.62703,6.75,208.0018	0.2237697,0,0.974642		14.34842
60	61	59		67.28416,11.25,314.6108	0.01831923,0,0.9998322		-14.99994
61	62	60		29.67527,7.3181,316.173	-0.0209453,0,0.9997806		6.450039
62	63	61		51.24682,6.75,338.9653	0,0,1		48.00005
63	64	62		56.57515,6.75,338.9653	0,0,1		48.00005
64	65	63		65.22601,6.75,338.9653	0,0,1		48.00005
65	66	64		76.53868,6.75,338.9653	0,0,1		48.00005
66	67	65		87.1859,6.75,338.9653	0,0,1		48.00005
67	68	66		95.84599,6.75,338.9653	0,0,1		48.00005
68	69	67		105.171,6.75,338.9653	0,0,1		48.00005
69	70	68		112.5265,6.75,338.9653	0,0,1		48.00005
70	71	69		76.9792,11.25,324.6857	-0.01309253,0,0.9999143		-13.94995
71	72	70		30.24245,7.713465,275.4436	-0.9999692,0,0		4.650054
72	73	71		30.35738,7.713465,290.0832	-0.9999692,0,0		4.650054
73	75	72		104.4778,9.568092,259.3041	-0.5941237,0,0.8043737		-1.949951
74	16	18		131.521,8.648022,41.90122	0.9991631,0,-0.04090476		1.200005

